transaction_id,account_id,transaction_date,transaction_type,amount,merchant,location,channel,is_fraud
3000,ACC00223,2025-09-02 09:29:00,Transfer,155.2,Swiggy,Kolkata,Mobile,0
3001,ACC00655,2025-01-07 03:59:00,Payment,26.9,BookMyShow,Hyderabad,POS,0
3002,ACC00113,2025-09-07 14:35:00,Transfer,76.68,DMart,Mumbai,ATM,0
3003,ACC00910,2025-08-25 21:06:00,Payment,119.87,Myntra,Bangalore,POS,0
3004,ACC00447,2025-02-17 03:23:00,Deposit,1197.14,Travel Agency,Pune,Branch,0
3005,ACC00433,2025-02-27 02:36:00,Deposit,316.26,Myntra,Pune,Branch,0
3006,ACC00754,2025-12-31 16:12:00,Withdrawal,47.68,Flipkart,Pune,Online,0
3007,ACC00043,2025-06-14 00:21:00,Deposit,294.72,Swiggy,Hyderabad,Online,0
3008,ACC00660,2025-10-04 02:37:00,Transfer,38.58,Myntra,Hyderabad,Branch,0
3009,ACC00559,2025-07-09 07:23:00,Withdrawal,535.23,Zomato,Delhi,Online,0
3010,ACC00410,2025-12-04 04:06:00,Payment,113.17,Reliance,Hyderabad,Branch,0
3011,ACC00698,2025-06-19 17:52:00,Transfer,165.07,Reliance,Pune,Branch,0
3012,ACC00890,2025-04-17 00:52:00,Withdrawal,682.52,Travel Agency,Delhi,ATM,0
3013,ACC00210,2025-03-22 14:11:00,Payment,50.04,DMart,Pune,Branch,0
3014,ACC00663,2025-04-24 08:20:00,Purchase,44.83,Walmart,Kolkata,Mobile,0
3015,ACC00896,2025-09-23 11:19:00,Payment,101.13,Amazon,Bangalore,ATM,0
3016,ACC00479,2025-04-08 00:34:00,Deposit,512.03,Electronics Store,Delhi,Branch,0
3017,ACC00655,2025-08-22 07:35:00,Withdrawal,39.67,Myntra,Ahmedabad,Branch,0
3018,ACC00765,2025-03-01 03:56:00,Deposit,10.67,Uber,Delhi,Mobile,0
3019,ACC00751,2025-09-04 20:32:00,Payment,115.45,Travel Agency,Kolkata,Online,0
3020,ACC00009,2025-08-15 02:09:00,Purchase,314.74,Electronics Store,Delhi,ATM,0
3021,ACC00145,2025-04-10 09:43:00,Transfer,602.0,Local Store,Bangalore,Branch,0
3022,ACC00358,2025-12-04 15:54:00,Payment,114.07,Travel Agency,Mumbai,Branch,0
3023,ACC00951,2025-12-31 13:59:00,Purchase,120.13,Flipkart,Ahmedabad,POS,0
3024,ACC00727,2025-11-09 13:22:00,Payment,574.73,BookMyShow,Ahmedabad,Branch,0
3025,ACC00622,2025-11-09 23:43:00,Payment,27.95,Swiggy,Bangalore,POS,0
3026,ACC00273,2025-01-09 00:39:00,Transfer,122.91,Zomato,Delhi,Online,0
3027,ACC00691,2025-07-14 21:45:00,Transfer,219.3,DMart,Ahmedabad,Online,0
3028,ACC00712,2025-04-04 04:53:00,Purchase,284.07,Travel Agency,Mumbai,POS,0
3029,ACC00639,2025-12-27 00:29:00,Purchase,108.87,Myntra,Chennai,Mobile,0
3030,ACC00432,2025-01-26 03:21:00,Payment,187.62,Flipkart,Mumbai,POS,0
3031,ACC00337,2025-01-20 23:44:00,Purchase,15.05,BookMyShow,Mumbai,ATM,0
3032,ACC00932,2025-03-19 13:00:00,Purchase,93.86,Walmart,Kolkata,POS,0
3033,ACC00574,2025-10-20 22:13:00,Transfer,285.29,DMart,Hyderabad,Branch,0
3034,ACC00570,2025-04-15 07:20:00,Transfer,67.88,Uber,Bangalore,POS,0
3035,ACC00092,2025-11-04 05:06:00,Transfer,192.29,Myntra,Pune,POS,0
3036,ACC00838,2025-05-10 12:15:00,Deposit,283.4,Zomato,Pune,Branch,0
3037,ACC00246,2025-03-21 00:56:00,Withdrawal,128.7,Electronics Store,Ahmedabad,ATM,0
3038,ACC00674,2025-07-28 13:23:00,Withdrawal,214.96,Zomato,Delhi,POS,0
3039,ACC00342,2025-05-16 18:57:00,Withdrawal,69.22,Zomato,Delhi,Branch,1
3040,ACC00831,2025-01-18 22:56:00,Withdrawal,147.44,Local Store,Pune,ATM,0
3041,ACC00312,2025-12-08 23:24:00,Purchase,333.69,DMart,Mumbai,Mobile,1
3042,ACC00785,2025-06-23 08:13:00,Withdrawal,212.08,BookMyShow,Mumbai,Branch,0
3043,ACC00208,2025-01-30 20:44:00,Withdrawal,100.83,BookMyShow,Hyderabad,Online,0
3044,ACC00932,2025-04-22 12:38:00,Withdrawal,226.83,Amazon,Mumbai,ATM,0
3045,ACC00039,2025-10-29 01:33:00,Deposit,370.41,Flipkart,Bangalore,POS,0
3046,ACC00534,2025-02-28 23:00:00,Transfer,23.34,Walmart,Kolkata,POS,0
3047,ACC00972,2025-04-29 10:44:00,Transfer,577.71,Reliance,Hyderabad,ATM,0
3048,ACC00615,2025-04-03 19:43:00,Purchase,129.51,Amazon,Bangalore,POS,0
3049,ACC00724,2025-04-23 20:28:00,Payment,277.41,Swiggy,Mumbai,Branch,0
3050,ACC00404,2025-03-29 17:58:00,Purchase,600.19,Walmart,Mumbai,POS,0
3051,ACC00691,2025-11-22 13:33:00,Purchase,45.99,Travel Agency,Chennai,Mobile,0
3052,ACC00715,2025-05-12 14:54:00,Purchase,89.17,Flipkart,Bangalore,Mobile,0
3053,ACC00884,2025-02-15 01:22:00,Deposit,135.84,Amazon,Bangalore,Online,0
3054,ACC00444,2025-09-12 06:38:00,Payment,82.78,Walmart,Chennai,POS,0
3055,ACC00599,2025-03-05 23:19:00,Withdrawal,1027.55,Myntra,Bangalore,Branch,0
3056,ACC00752,2025-07-02 20:01:00,Purchase,76.96,BookMyShow,Ahmedabad,Branch,0
3057,ACC00888,2025-02-20 16:31:00,Payment,104.01,Local Store,Delhi,Branch,0
3058,ACC00830,2025-04-21 13:59:00,Withdrawal,222.38,Amazon,Hyderabad,Branch,0
3059,ACC00671,2025-07-23 20:10:00,Payment,54.48,DMart,Delhi,Branch,0
3060,ACC00436,2025-08-10 13:28:00,Deposit,122.04,DMart,Kolkata,POS,0
3061,ACC00200,2025-08-18 20:25:00,Purchase,249.0,Walmart,Hyderabad,Branch,0
3062,ACC00939,2025-11-25 19:43:00,Deposit,129.95,Myntra,Kolkata,POS,0
3063,ACC00598,2025-05-04 10:36:00,Deposit,165.11,Uber,Delhi,ATM,0
3064,ACC00489,2025-09-03 14:09:00,Payment,106.77,BookMyShow,Ahmedabad,Mobile,0
3065,ACC00563,2025-04-07 17:23:00,Deposit,39.87,Amazon,Hyderabad,ATM,0
3066,ACC00941,2025-12-30 09:07:00,Payment,250.03,Uber,Pune,ATM,0
3067,ACC00597,2025-04-07 18:04:00,Withdrawal,1048.31,BookMyShow,Hyderabad,POS,0
3068,ACC00096,2025-10-01 17:28:00,Purchase,184.64,Reliance,Chennai,ATM,0
3069,ACC00058,2025-11-30 11:49:00,Purchase,227.07,Zomato,Delhi,ATM,0
3070,ACC00721,2025-11-23 05:33:00,Payment,362.39,Uber,Ahmedabad,POS,0
3071,ACC00051,2025-11-17 07:41:00,Purchase,50.94,Amazon,Bangalore,Online,0
3072,ACC00749,2025-03-18 10:40:00,Purchase,994.77,Local Store,Pune,ATM,0
3073,ACC00282,2025-03-29 18:48:00,Purchase,221.92,Walmart,Hyderabad,Branch,0
3074,ACC00166,2025-04-27 06:26:00,Deposit,926.91,Local Store,Mumbai,Online,0
3075,ACC00394,2025-03-28 01:00:00,Payment,87.09,Walmart,Kolkata,Online,0
3076,ACC00805,2025-03-30 12:41:00,Payment,1116.62,Electronics Store,Chennai,Online,0
3077,ACC00463,2025-07-06 07:30:00,Transfer,393.53,Myntra,Hyderabad,ATM,0
3078,ACC00707,2025-02-17 20:48:00,Transfer,315.15,Local Store,Pune,Mobile,0
3079,ACC00377,2025-07-28 21:49:00,Payment,229.07,Electronics Store,Kolkata,Mobile,0
3080,ACC00925,2025-09-10 06:23:00,Transfer,141.38,Swiggy,Hyderabad,Mobile,0
3081,ACC00742,2025-02-03 08:24:00,Payment,602.17,Uber,Pune,POS,0
3082,ACC00527,2025-04-12 21:47:00,Transfer,208.59,Travel Agency,Bangalore,POS,0
3083,ACC00760,2025-04-28 21:59:00,Transfer,25.35,Local Store,Pune,POS,0
3084,ACC00427,2025-09-11 06:27:00,Payment,59.31,Swiggy,Hyderabad,Mobile,0
3085,ACC00882,2025-12-06 14:30:00,Transfer,150.53,Amazon,Ahmedabad,POS,0
3086,ACC00923,2025-11-08 09:15:00,Withdrawal,247.15,Local Store,Bangalore,Branch,0
3087,ACC00258,2025-06-03 07:55:00,Payment,171.3,Reliance,Hyderabad,POS,0
3088,ACC00025,2025-06-06 10:51:00,Purchase,613.37,DMart,Kolkata,Mobile,0
3089,ACC00276,2025-07-25 14:10:00,Purchase,25.76,Swiggy,Ahmedabad,ATM,0
3090,ACC00940,2025-11-05 06:36:00,Purchase,209.26,Swiggy,Ahmedabad,Branch,0
3091,ACC00502,2025-03-14 18:20:00,Transfer,29.43,Swiggy,Kolkata,Mobile,0
3092,ACC00030,2025-02-02 13:08:00,Transfer,387.5,Flipkart,Hyderabad,POS,0
3093,ACC00693,2025-03-09 22:44:00,Purchase,164.93,Amazon,Hyderabad,Mobile,0
3094,ACC00983,2025-10-15 03:19:00,Withdrawal,275.78,Flipkart,Bangalore,Mobile,0
3095,ACC00476,2025-11-02 08:49:00,Withdrawal,76.41,DMart,Ahmedabad,Online,0
3096,ACC00777,2025-06-19 06:05:00,Purchase,651.62,Swiggy,Delhi,ATM,0
3097,ACC00590,2025-01-15 08:55:00,Withdrawal,513.74,Walmart,Hyderabad,Branch,0
3098,ACC00837,2025-05-16 04:35:00,Payment,324.91,Travel Agency,Delhi,Branch,0
3099,ACC00114,2025-12-21 01:33:00,Transfer,159.25,Reliance,Bangalore,Branch,0
3100,ACC00733,2025-12-13 11:22:00,Transfer,323.71,Zomato,Mumbai,Mobile,0
3101,ACC00442,2025-01-21 19:52:00,Purchase,89.4,Uber,Bangalore,POS,0
3102,ACC00489,2025-12-07 09:22:00,Transfer,426.48,Electronics Store,Bangalore,Mobile,0
3103,ACC00033,2025-08-02 04:30:00,Withdrawal,943.39,BookMyShow,Mumbai,POS,0
3104,ACC00254,2025-08-15 08:24:00,Purchase,528.8,Local Store,Mumbai,Online,0
3105,ACC00488,2025-07-11 13:46:00,Withdrawal,87.39,Flipkart,Chennai,Branch,0
3106,ACC00435,2025-01-15 16:16:00,Deposit,260.19,BookMyShow,Ahmedabad,ATM,0
3107,ACC00604,2025-11-15 01:27:00,Deposit,49.74,DMart,Mumbai,Online,0
3108,ACC00247,2025-01-11 07:59:00,Deposit,321.3,Flipkart,Hyderabad,POS,0
3109,ACC00506,2025-01-31 09:21:00,Purchase,284.46,Walmart,Delhi,Mobile,0
3110,ACC00721,2025-08-03 14:14:00,Purchase,27.94,Zomato,Bangalore,Online,0
3111,ACC00848,2025-09-29 17:33:00,Purchase,56.73,Flipkart,Hyderabad,Mobile,0
3112,ACC00666,2025-03-19 01:09:00,Transfer,136.57,BookMyShow,Bangalore,POS,0
3113,ACC00048,2025-12-14 04:35:00,Withdrawal,134.17,Swiggy,Mumbai,Online,0
3114,ACC00483,2025-07-05 11:28:00,Payment,54.08,DMart,Delhi,Branch,0
3115,ACC00113,2025-06-19 09:37:00,Purchase,267.46,Swiggy,Chennai,Mobile,0
3116,ACC00534,2025-12-29 06:41:00,Transfer,233.1,DMart,Pune,Online,0
3117,ACC00938,2025-02-13 01:43:00,Withdrawal,149.27,Myntra,Ahmedabad,POS,0
3118,ACC00658,2025-02-24 10:01:00,Payment,85.13,Local Store,Mumbai,Online,0
3119,ACC00620,2025-03-06 12:57:00,Transfer,517.34,Swiggy,Ahmedabad,ATM,0
3120,ACC00522,2025-02-27 13:09:00,Deposit,949.0,Electronics Store,Kolkata,ATM,0
3121,ACC00235,2025-11-13 04:10:00,Purchase,111.77,BookMyShow,Bangalore,POS,0
3122,ACC00078,2025-06-14 14:13:00,Payment,98.28,Flipkart,Ahmedabad,Branch,0
3123,ACC00368,2025-03-12 18:32:00,Payment,296.25,Myntra,Kolkata,Branch,0
3124,ACC00355,2025-11-01 23:39:00,Purchase,126.72,Amazon,Bangalore,Mobile,0
3125,ACC00326,2025-01-27 00:51:00,Withdrawal,157.69,Travel Agency,Delhi,ATM,0
3126,ACC00761,2025-09-24 07:35:00,Payment,379.8,Swiggy,Kolkata,POS,0
3127,ACC00318,2025-11-23 11:56:00,Purchase,26.86,Reliance,Hyderabad,Online,0
3128,ACC00780,2025-07-23 01:15:00,Purchase,677.43,DMart,Kolkata,Mobile,0
3129,ACC00808,2025-04-16 08:26:00,Payment,194.94,Local Store,Chennai,Mobile,0
3130,ACC00729,2025-03-16 07:50:00,Payment,120.12,Amazon,Mumbai,POS,0
3131,ACC00250,2025-10-09 21:08:00,Payment,165.8,Amazon,Mumbai,Online,0
3132,ACC00322,2025-02-21 07:15:00,Transfer,174.59,Flipkart,Kolkata,Branch,0
3133,ACC00164,2025-03-18 00:06:00,Withdrawal,32.1,Uber,Delhi,POS,0
3134,ACC00178,2025-01-17 17:47:00,Withdrawal,808.3,Reliance,Pune,ATM,0
3135,ACC00799,2025-11-23 13:14:00,Payment,188.92,Reliance,Bangalore,ATM,0
3136,ACC00684,2025-12-15 02:41:00,Payment,282.31,DMart,Pune,Online,1
3137,ACC00768,2025-09-19 18:45:00,Transfer,469.44,Myntra,Pune,Branch,0
3138,ACC00044,2025-01-12 11:08:00,Purchase,65.29,Travel Agency,Mumbai,Mobile,0
3139,ACC00486,2025-01-05 14:07:00,Payment,291.04,Reliance,Chennai,Online,0
3140,ACC00814,2025-01-15 20:42:00,Deposit,138.71,Flipkart,Hyderabad,POS,0
3141,ACC00470,2025-01-04 16:23:00,Purchase,422.75,DMart,Mumbai,ATM,0
3142,ACC00659,2025-06-05 11:16:00,Transfer,21.6,Walmart,Ahmedabad,Branch,0
3143,ACC00353,2025-06-23 12:52:00,Purchase,164.17,Myntra,Delhi,POS,0
3144,ACC00081,2025-05-01 14:28:00,Purchase,99.2,Travel Agency,Pune,POS,0
3145,ACC00436,2025-05-04 18:22:00,Payment,279.29,Electronics Store,Delhi,ATM,0
3146,ACC00850,2025-07-15 14:34:00,Withdrawal,290.05,Uber,Hyderabad,ATM,0
3147,ACC00470,2025-02-20 06:34:00,Deposit,89.33,Amazon,Chennai,Branch,0
3148,ACC00144,2025-04-22 21:41:00,Transfer,88.93,Zomato,Mumbai,Branch,0
3149,ACC00401,2025-07-15 05:31:00,Payment,162.28,Amazon,Bangalore,Online,0
3150,ACC00697,2025-02-26 02:51:00,Payment,73.95,Local Store,Mumbai,Branch,0
3151,ACC00642,2025-12-10 03:23:00,Withdrawal,420.73,Flipkart,Bangalore,Mobile,0
3152,ACC00545,2025-08-04 06:56:00,Payment,125.31,Amazon,Ahmedabad,Mobile,0
3153,ACC00398,2025-06-10 12:34:00,Deposit,9.9,Amazon,Ahmedabad,Branch,0
3154,ACC00565,2025-10-14 07:00:00,Purchase,124.61,Myntra,Bangalore,Mobile,0
3155,ACC00943,2025-11-25 07:25:00,Withdrawal,64.16,DMart,Hyderabad,ATM,0
3156,ACC00765,2025-03-16 22:38:00,Purchase,35.47,Amazon,Ahmedabad,Online,0
3157,ACC00613,2025-04-25 08:04:00,Purchase,52.59,BookMyShow,Kolkata,Mobile,0
3158,ACC00703,2025-03-16 18:06:00,Purchase,202.23,Walmart,Ahmedabad,POS,0
3159,ACC00161,2025-05-24 15:07:00,Deposit,684.47,Flipkart,Kolkata,Online,0
3160,ACC00458,2025-12-23 18:49:00,Payment,247.94,Uber,Ahmedabad,ATM,0
3161,ACC00539,2025-11-10 23:50:00,Deposit,98.84,Zomato,Ahmedabad,Mobile,0
3162,ACC00460,2025-11-16 19:03:00,Transfer,285.97,Flipkart,Delhi,Online,0
3163,ACC00114,2025-05-23 17:54:00,Payment,114.54,Uber,Pune,Mobile,0
3164,ACC00098,2025-10-11 19:34:00,Purchase,90.5,Flipkart,Pune,ATM,0
3165,ACC00648,2025-12-17 22:20:00,Payment,57.15,BookMyShow,Mumbai,Online,0
3166,ACC00097,2025-03-28 19:29:00,Transfer,31.44,Walmart,Ahmedabad,Mobile,0
3167,ACC00772,2025-08-01 03:26:00,Deposit,122.74,Swiggy,Pune,Mobile,0
3168,ACC00575,2025-09-17 02:05:00,Deposit,212.31,BookMyShow,Kolkata,Online,0
3169,ACC00971,2025-03-27 22:03:00,Purchase,164.58,Myntra,Kolkata,Online,0
3170,ACC00506,2025-06-28 06:50:00,Withdrawal,119.59,Swiggy,Pune,ATM,0
3171,ACC00708,2025-04-10 13:58:00,Purchase,70.4,Myntra,Mumbai,Online,0
3172,ACC00540,2025-06-18 08:37:00,Purchase,333.03,Electronics Store,Chennai,ATM,0
3173,ACC00058,2025-05-05 15:43:00,Withdrawal,48.56,Electronics Store,Hyderabad,POS,0
3174,ACC00529,2025-06-20 16:14:00,Transfer,393.87,Local Store,Bangalore,Branch,0
3175,ACC00601,2025-10-08 03:09:00,Payment,66.54,DMart,Bangalore,Mobile,0
3176,ACC00149,2025-06-14 10:06:00,Payment,85.42,DMart,Mumbai,Mobile,0
3177,ACC00189,2025-06-15 17:56:00,Purchase,41.81,BookMyShow,Ahmedabad,Mobile,0
3178,ACC00927,2025-02-24 22:11:00,Withdrawal,109.79,Flipkart,Kolkata,Branch,0
3179,ACC00405,2025-04-30 18:38:00,Transfer,480.73,Flipkart,Chennai,Mobile,0
3180,ACC00741,2025-10-12 08:20:00,Withdrawal,303.57,BookMyShow,Hyderabad,ATM,0
3181,ACC00054,2025-11-05 07:00:00,Payment,482.23,Reliance,Pune,POS,0
3182,ACC00346,2025-11-15 01:41:00,Deposit,305.56,Uber,Chennai,Branch,0
3183,ACC00594,2025-10-03 14:08:00,Transfer,60.12,Electronics Store,Delhi,ATM,0
3184,ACC00496,2025-11-22 06:21:00,Purchase,130.22,Reliance,Pune,Branch,0
3185,ACC00899,2025-04-16 06:39:00,Payment,83.08,Myntra,Pune,Online,1
3186,ACC00710,2025-03-11 03:30:00,Withdrawal,685.79,Electronics Store,Kolkata,Mobile,0
3187,ACC00313,2025-03-09 20:10:00,Withdrawal,54.77,Electronics Store,Mumbai,Mobile,0
3188,ACC00901,2025-04-28 01:26:00,Withdrawal,443.06,BookMyShow,Bangalore,Online,0
3189,ACC00924,2025-01-08 03:57:00,Deposit,442.73,Zomato,Chennai,ATM,0
3190,ACC00304,2025-10-11 08:09:00,Purchase,1129.6,Swiggy,Chennai,Online,0
3191,ACC00773,2025-07-08 00:44:00,Deposit,120.34,BookMyShow,Ahmedabad,Mobile,0
3192,ACC00916,2025-02-16 03:42:00,Deposit,369.56,Uber,Mumbai,Branch,0
3193,ACC00281,2025-01-05 19:51:00,Deposit,1775.17,Zomato,Mumbai,Mobile,0
3194,ACC00198,2025-11-14 17:39:00,Purchase,97.74,Amazon,Ahmedabad,Online,0
3195,ACC00851,2025-11-22 04:19:00,Transfer,39.05,Reliance,Kolkata,ATM,0
3196,ACC00184,2025-07-17 02:42:00,Purchase,27.66,Uber,Bangalore,ATM,0
3197,ACC00632,2025-05-17 05:47:00,Deposit,369.71,Amazon,Delhi,POS,0
3198,ACC00179,2025-05-04 15:24:00,Payment,27.57,DMart,Pune,Branch,0
3199,ACC00172,2025-10-19 11:14:00,Withdrawal,124.92,Flipkart,Pune,POS,0
3200,ACC00096,2025-02-03 20:52:00,Deposit,280.71,DMart,Kolkata,Online,0
3201,ACC00803,2025-06-06 04:17:00,Withdrawal,218.15,BookMyShow,Kolkata,Mobile,0
3202,ACC00182,2025-09-20 23:12:00,Transfer,277.4,Swiggy,Bangalore,Branch,0
3203,ACC00691,2025-09-22 17:38:00,Withdrawal,226.4,Swiggy,Chennai,Online,0
3204,ACC00105,2025-09-27 12:27:00,Deposit,651.23,Reliance,Kolkata,Mobile,0
3205,ACC00828,2025-07-05 09:11:00,Transfer,69.94,BookMyShow,Delhi,Online,0
3206,ACC00968,2025-03-10 17:21:00,Transfer,92.11,Zomato,Ahmedabad,ATM,0
3207,ACC00841,2025-01-12 18:55:00,Transfer,83.71,DMart,Hyderabad,Online,0
3208,ACC00944,2025-09-03 20:55:00,Purchase,415.79,Travel Agency,Pune,Online,0
3209,ACC00895,2025-08-05 09:20:00,Withdrawal,446.04,Myntra,Mumbai,Mobile,0
3210,ACC00046,2025-05-13 14:07:00,Deposit,284.64,Amazon,Bangalore,POS,0
3211,ACC00607,2025-10-29 10:17:00,Withdrawal,591.99,Swiggy,Ahmedabad,POS,0
3212,ACC00292,2025-11-09 20:25:00,Payment,55.81,BookMyShow,Pune,POS,0
3213,ACC00552,2025-11-09 18:16:00,Payment,960.28,Electronics Store,Pune,ATM,0
3214,ACC00718,2025-11-25 00:55:00,Payment,831.51,Flipkart,Kolkata,POS,0
3215,ACC00637,2025-08-14 02:05:00,Purchase,378.28,Travel Agency,Chennai,Online,0
3216,ACC00734,2025-08-18 03:21:00,Payment,1076.85,BookMyShow,Hyderabad,Branch,0
3217,ACC00334,2025-01-01 20:21:00,Purchase,34.58,Amazon,Pune,POS,0
3218,ACC00394,2025-09-09 21:18:00,Transfer,107.29,Swiggy,Delhi,POS,0
3219,ACC00213,2025-07-08 19:56:00,Payment,86.89,Amazon,Hyderabad,POS,0
3220,ACC00949,2025-05-23 10:48:00,Purchase,372.96,BookMyShow,Pune,Mobile,0
3221,ACC00591,2025-04-28 15:21:00,Transfer,63.43,Electronics Store,Delhi,ATM,0
3222,ACC00271,2025-04-02 17:27:00,Purchase,386.64,Uber,Delhi,Branch,0
3223,ACC00128,2025-06-03 01:54:00,Withdrawal,713.75,Local Store,Kolkata,Mobile,0
3224,ACC00552,2025-06-15 22:31:00,Payment,363.29,Zomato,Pune,Online,0
3225,ACC00809,2025-02-06 20:26:00,Withdrawal,240.75,DMart,Chennai,POS,0
3226,ACC00767,2025-07-28 17:55:00,Purchase,67.5,Uber,Bangalore,Branch,0
3227,ACC00227,2025-01-10 23:53:00,Purchase,77.72,Travel Agency,Mumbai,ATM,0
3228,ACC00563,2025-10-23 12:38:00,Transfer,632.46,Amazon,Bangalore,ATM,0
3229,ACC00659,2025-09-15 11:09:00,Payment,395.18,Reliance,Hyderabad,Branch,0
3230,ACC00487,2025-01-25 06:24:00,Transfer,174.34,Amazon,Delhi,Branch,0
3231,ACC00766,2025-08-05 06:16:00,Transfer,119.35,Local Store,Bangalore,Mobile,0
3232,ACC00413,2025-09-18 19:24:00,Withdrawal,23.91,Reliance,Mumbai,Online,0
3233,ACC00987,2025-03-19 06:14:00,Transfer,62.12,Flipkart,Pune,Branch,0
3234,ACC00863,2025-01-25 14:56:00,Withdrawal,1225.89,Zomato,Ahmedabad,ATM,0
3235,ACC00366,2025-08-25 14:56:00,Payment,50.38,Walmart,Pune,Online,0
3236,ACC00966,2025-07-20 14:34:00,Transfer,219.09,Myntra,Ahmedabad,ATM,0
3237,ACC00508,2025-07-11 19:17:00,Transfer,496.43,Reliance,Chennai,Online,0
3238,ACC00142,2025-10-28 11:54:00,Withdrawal,51.68,Travel Agency,Ahmedabad,Branch,0
3239,ACC00846,2025-01-15 07:30:00,Payment,218.05,Reliance,Pune,Branch,0
3240,ACC00026,2025-05-16 04:01:00,Payment,463.09,Uber,Ahmedabad,Branch,0
3241,ACC00612,2025-08-16 11:12:00,Transfer,183.55,Uber,Mumbai,ATM,0
3242,ACC00785,2025-04-17 20:49:00,Withdrawal,3192.0,Travel Agency,Kolkata,ATM,0
3243,ACC00735,2025-01-24 18:54:00,Transfer,34.17,Uber,Pune,ATM,0
3244,ACC00744,2025-09-17 04:15:00,Transfer,522.55,Swiggy,Hyderabad,Mobile,0
3245,ACC00982,2025-06-20 20:42:00,Payment,152.51,Uber,Bangalore,Mobile,0
3246,ACC00936,2025-04-13 21:08:00,Payment,392.26,Local Store,Kolkata,Branch,0
3247,ACC00938,2025-12-10 00:55:00,Purchase,281.83,Amazon,Ahmedabad,Mobile,0
3248,ACC00585,2025-02-10 02:03:00,Withdrawal,87.08,BookMyShow,Hyderabad,Mobile,0
3249,ACC00615,2025-12-19 19:32:00,Deposit,227.92,Uber,Pune,POS,0
3250,ACC00089,2025-10-08 03:43:00,Transfer,28.28,Electronics Store,Bangalore,POS,0
3251,ACC00807,2025-05-22 12:27:00,Purchase,331.37,Myntra,Chennai,Mobile,0
3252,ACC00946,2025-02-17 16:41:00,Payment,244.24,Local Store,Ahmedabad,POS,1
3253,ACC00738,2025-08-25 23:37:00,Payment,343.32,Reliance,Pune,Branch,0
3254,ACC00726,2025-11-11 00:47:00,Transfer,522.24,BookMyShow,Hyderabad,Online,0
3255,ACC00615,2025-10-28 11:01:00,Deposit,261.81,Zomato,Mumbai,POS,0
3256,ACC00719,2025-04-30 22:14:00,Purchase,210.21,Myntra,Delhi,Online,0
3257,ACC00293,2025-01-09 10:17:00,Payment,75.11,Walmart,Pune,Online,0
3258,ACC00069,2025-05-10 01:22:00,Purchase,88.92,Reliance,Mumbai,Online,0
3259,ACC00034,2025-06-07 15:19:00,Payment,593.91,Reliance,Bangalore,Online,0
3260,ACC00093,2025-05-10 14:46:00,Deposit,762.3,Zomato,Delhi,Mobile,0
3261,ACC00886,2025-06-04 04:00:00,Withdrawal,142.86,Zomato,Chennai,Mobile,0
3262,ACC00953,2025-12-11 05:58:00,Withdrawal,189.81,Local Store,Ahmedabad,POS,0
3263,ACC00366,2025-02-12 17:58:00,Payment,73.36,Myntra,Chennai,Branch,0
3264,ACC00098,2025-04-15 02:13:00,Transfer,585.67,Amazon,Bangalore,ATM,0
3265,ACC00527,2025-07-11 06:17:00,Payment,352.63,Uber,Mumbai,Mobile,0
3266,ACC00637,2025-09-27 17:23:00,Withdrawal,1262.97,Reliance,Ahmedabad,ATM,0
3267,ACC00352,2025-11-15 19:03:00,Deposit,75.31,Electronics Store,Chennai,POS,0
3268,ACC00813,2025-02-08 05:35:00,Payment,124.21,Travel Agency,Hyderabad,Mobile,0
3269,ACC00909,2025-02-26 12:29:00,Transfer,228.48,Swiggy,Delhi,POS,0
3270,ACC00966,2025-02-19 18:14:00,Transfer,346.02,Reliance,Mumbai,POS,0
3271,ACC00784,2025-01-22 23:03:00,Withdrawal,146.11,Zomato,Mumbai,POS,0
3272,ACC00194,2025-05-13 04:45:00,Deposit,75.72,Walmart,Chennai,Online,0
3273,ACC00623,2025-07-09 18:29:00,Withdrawal,437.64,Walmart,Mumbai,ATM,0
3274,ACC00322,2025-03-21 15:57:00,Withdrawal,372.83,Flipkart,Mumbai,Mobile,0
3275,ACC00412,2025-02-15 06:15:00,Purchase,72.51,Uber,Hyderabad,Mobile,0
3276,ACC00056,2025-02-02 10:14:00,Purchase,703.06,Travel Agency,Kolkata,Online,0
3277,ACC00011,2025-08-19 14:34:00,Purchase,584.17,DMart,Kolkata,ATM,0
3278,ACC00759,2025-07-28 11:39:00,Deposit,207.33,Uber,Hyderabad,Mobile,0
3279,ACC00760,2025-12-29 13:15:00,Transfer,196.29,Flipkart,Chennai,Mobile,0
3280,ACC00760,2025-04-05 19:37:00,Purchase,315.47,DMart,Pune,Online,0
3281,ACC00613,2025-05-17 10:09:00,Purchase,76.58,Local Store,Chennai,Branch,0
3282,ACC00633,2025-02-22 00:26:00,Purchase,186.8,Electronics Store,Pune,Branch,0
3283,ACC00018,2025-01-31 22:46:00,Deposit,21.07,Local Store,Delhi,Online,0
3284,ACC00820,2025-03-05 12:34:00,Withdrawal,435.48,Walmart,Delhi,Branch,0
3285,ACC00649,2025-09-13 11:59:00,Payment,38.03,DMart,Pune,Online,0
3286,ACC00391,2025-03-16 00:33:00,Withdrawal,815.19,DMart,Ahmedabad,Mobile,0
3287,ACC00726,2025-02-14 23:00:00,Purchase,130.31,Walmart,Bangalore,Mobile,0
3288,ACC00650,2025-11-21 20:22:00,Payment,146.69,Reliance,Delhi,Online,0
